0;0;0;0;sea;false;ocean;0
232;43;82;37;land;true;forest;5
233;226;69;117;land;false;desert;3
234;77;12;83;land;true;jungle;5
235;190;132;94;land;false;forest;2
236;211;55;5;land;false;marsh;2
237;75;194;64;land;true;desert;4
238;220;25;236;land;false;desert;3
239;174;118;8;land;true;jungle;4
240;212;49;58;land;true;plains;6
241;200;175;166;land;true;plains;6
242;42;84;209;land;true;plains;6
243;236;92;40;land;false;forest;7
244;142;251;234;land;false;forest;2
245;187;60;146;land;false;forest;2
246;168;201;248;land;false;desert;3
247;190;112;113;land;false;desert;3
248;11;26;140;land;true;forest;7
249;75;104;61;land;false;plains;8
250;220;48;93;land;false;forest;2
251;93;108;173;land;false;forest;2
252;195;204;254;land;false;plains;8
253;183;37;233;land;true;jungle;6
254;174;167;214;land;false;forest;2
255;247;187;18;land;true;forest;7
256;34;221;55;land;false;plains;7
257;125;108;114;land;false;forest;4
258;45;21;135;land;false;forest;2
259;105;243;250;land;true;plains;8
260;105;7;89;land;false;desert;4
261;74;69;205;land;false;plains;8
262;105;104;233;land;false;forest;2
263;83;222;199;land;false;forest;7
264;34;150;41;land;false;forest;2
265;49;182;236;land;true;desert;3
266;209;204;50;land;true;forest;7
267;231;208;252;land;true;jungle;6
268;129;147;101;land;false;plains;3
269;114;229;67;land;true;forest;5
270;214;250;126;land;true;plains;2
271;94;209;53;land;false;plains;8
272;31;91;144;land;false;jungle;6
273;58;186;21;land;true;jungle;4
274;139;201;138;land;false;forest;2
275;19;173;225;land;true;forest;2
276;69;170;206;land;true;forest;2
277;207;106;80;land;false;plains;8
278;52;142;92;land;true;plains;7
279;120;158;59;land;false;mountain;2
280;208;104;94;land;false;forest;4
281;174;218;157;land;true;jungle;6
282;177;160;18;land;false;desert;3
283;203;143;131;land;true;forest;2
284;234;112;197;land;false;forest;2
285;49;136;150;land;false;forest;2
286;129;7;249;land;false;desert;2
287;48;120;75;land;false;mountain;7
288;246;110;160;land;false;forest;2
289;69;57;130;land;false;plains;7
290;131;254;55;land;false;forest;2
291;118;248;180;land;false;plains;8
292;40;204;74;land;false;forest;2
293;137;150;8;land;false;forest;2
294;66;16;74;land;false;forest;2
295;33;22;134;land;false;forest;2
296;57;162;233;land;true;plains;8
297;9;51;198;land;false;desert;3
298;189;57;177;land;false;desert;3
299;175;9;42;land;true;plains;7
300;76;97;111;land;false;forest;2
301;204;67;97;land;false;desert;3
302;199;194;124;land;false;marsh;2
303;121;64;167;land;false;forest;2
304;53;237;38;land;false;forest;6
305;191;0;60;land;true;forest;2
306;135;187;112;land;false;plains;7
307;84;83;115;land;false;forest;2
308;41;205;246;land;true;mountain;7
309;187;40;207;land;false;forest;2
310;22;165;201;land;false;forest;2
311;58;202;214;land;false;forest;2
312;167;238;233;land;true;plains;8
313;16;93;238;land;true;plains;3
314;131;27;190;land;true;forest;2
315;144;2;174;land;false;forest;2
316;17;187;12;land;false;plains;7
317;238;128;31;land;false;plains;7
318;120;209;149;land;true;plains;6
319;171;56;9;land;false;desert;3
320;122;100;231;land;false;plains;7
321;230;228;113;land;false;jungle;4
322;183;129;87;land;true;forest;2
323;240;223;135;land;false;forest;2
324;42;197;242;land;false;plains;8
325;48;103;119;land;false;forest;2
326;233;139;21;land;true;forest;2
327;111;74;63;land;false;forest;2
328;1;84;212;land;false;forest;2
329;220;136;23;land;true;jungle;6
330;34;150;118;land;false;desert;4
331;41;91;71;land;true;forest;7
332;244;69;65;land;false;jungle;4
333;101;143;49;land;true;forest;5
334;42;200;244;land;false;desert;3
335;213;119;155;land;true;plains;8
336;183;115;161;land;true;forest;2
337;59;243;201;land;false;forest;2
338;56;74;39;land;true;jungle;4
339;161;36;202;land;false;forest;2
340;223;248;137;land;false;plains;7
341;146;65;108;land;false;forest;2
342;68;35;238;land;false;forest;2
343;179;100;193;land;false;forest;2
344;63;145;158;land;false;desert;3
345;216;71;173;land;false;marsh;2
346;227;181;68;land;false;jungle;4
347;24;57;207;land;false;forest;2
348;157;98;157;land;false;marsh;2
349;66;218;221;land;false;forest;2
350;247;178;112;land;false;forest;2
351;79;57;163;land;false;forest;2
352;53;118;163;land;true;plains;6
353;107;67;116;land;true;forest;2
354;145;38;142;land;true;plains;3
355;196;141;149;land;false;jungle;4
356;116;74;131;land;false;forest;2
357;250;63;2;land;false;desert;3
358;14;16;81;land;false;forest;2
359;213;164;196;land;false;plains;8
360;10;168;176;land;false;forest;2
361;92;147;202;land;false;desert;3
362;106;111;175;land;true;jungle;5
363;111;181;207;land;false;forest;2
364;116;89;134;land;false;forest;2
365;9;42;112;land;false;plains;7
366;5;24;45;land;false;desert;3
367;206;237;56;land;false;forest;2
368;74;141;4;land;false;forest;7
369;30;66;241;land;true;plains;2
370;121;103;60;land;false;forest;2
371;215;172;8;land;false;forest;2
372;117;94;9;land;true;plains;7
373;200;0;38;land;false;forest;7
374;49;106;142;land;false;forest;2
375;99;26;69;land;true;forest;2
376;22;82;245;land;false;desert;3
377;18;53;91;land;false;forest;4
378;233;94;163;land;false;plains;2
379;229;97;196;land;false;plains;8
380;224;248;232;land;false;forest;2
381;222;103;203;land;false;plains;7
382;207;208;32;land;false;plains;8
383;73;129;234;land;false;plains;7
384;177;88;149;land;false;jungle;4
385;168;99;36;land;false;plains;6
386;83;159;230;land;false;forest;2
387;61;13;177;land;true;plains;7
388;125;18;44;land;false;plains;7
389;6;249;47;land;false;plains;7
390;184;116;37;land;false;forest;2
391;174;235;14;land;false;desert;4
392;177;96;200;land;false;plains;3
393;210;217;185;land;true;plains;7
394;2;150;173;land;false;desert;4
395;163;58;174;land;false;plains;2
396;154;136;36;land;false;marsh;2
397;209;213;232;land;true;forest;2
398;198;79;138;land;false;forest;2
399;35;58;149;land;false;forest;2
400;69;24;96;land;false;plains;8
401;60;118;53;land;false;plains;7
402;46;85;177;land;false;forest;2
403;213;65;113;land;false;forest;2
404;23;78;84;land;false;forest;2
405;47;167;188;land;false;plains;7
406;45;20;118;land;false;jungle;4
407;51;131;44;land;false;plains;7
408;71;42;3;land;true;forest;2
409;222;89;118;land;true;jungle;4
410;13;124;57;land;false;forest;2
411;206;42;152;land;true;mountain;7
412;99;128;206;land;false;desert;3
413;126;115;125;land;false;desert;3
414;226;252;248;land;false;forest;2
415;1;29;125;land;true;forest;2
416;49;185;130;land;false;forest;4
417;224;36;173;land;true;plains;7
418;253;82;240;land;false;forest;2
419;203;238;245;land;false;forest;2
420;65;247;80;land;true;forest;2
421;224;146;47;land;false;plains;7
422;115;215;54;land;false;forest;7
423;201;155;215;land;false;marsh;2
424;187;99;129;land;false;plains;7
425;244;66;153;land;false;forest;2
426;197;132;14;land;false;forest;2
427;199;254;0;land;true;desert;3
428;109;220;0;land;true;forest;2
429;170;174;174;land;false;forest;2
430;51;6;135;land;false;jungle;4
431;170;236;222;land;true;plains;8
432;215;54;111;land;true;plains;6
433;159;39;180;land;false;forest;2
434;184;167;62;land;true;plains;6
435;120;206;3;land;false;plains;8
436;223;199;133;land;true;plains;8
437;183;145;101;land;false;jungle;6
438;133;76;178;land;false;plains;6
439;180;11;247;land;true;plains;7
440;93;144;86;land;false;forest;2
441;113;67;124;land;false;forest;2
442;241;165;211;land;true;forest;7
443;70;23;147;land;false;forest;2
444;151;194;212;land;false;forest;2
445;219;25;60;land;false;forest;2
446;221;10;154;land;true;plains;7
447;199;107;244;land;false;forest;2
448;21;193;63;land;false;forest;2
449;225;183;57;land;false;forest;2
450;62;123;122;land;false;forest;2
451;142;77;72;land;false;desert;3
452;23;136;35;land;false;mountain;3
453;129;147;79;land;true;plains;7
454;123;110;46;land;true;plains;2
455;117;230;13;land;false;forest;2
456;73;65;135;land;true;plains;3
457;105;102;53;land;false;forest;2
458;111;1;145;land;false;forest;7
459;129;180;36;land;false;forest;2
460;228;134;227;land;false;forest;7
461;5;111;104;land;true;jungle;4
462;153;128;58;land;false;forest;2
463;145;168;18;land;false;desert;2
464;219;211;96;land;false;plains;7
465;5;134;61;land;true;jungle;5
466;138;28;160;land;false;marsh;2
467;9;125;239;land;true;plains;2
468;111;248;11;land;true;jungle;5
469;188;94;181;land;false;jungle;4
470;201;245;116;land;true;plains;3
471;35;112;77;land;false;forest;2
472;142;237;248;land;true;forest;5
473;218;33;169;land;false;plains;6
474;215;160;125;land;false;mountain;7
475;62;116;189;land;false;jungle;4
476;200;46;113;land;true;desert;4
477;215;13;203;land;true;plains;8
478;81;217;246;land;false;forest;2
479;29;238;68;land;false;forest;2
480;230;152;44;land;false;desert;2
481;131;150;104;land;false;forest;2
482;138;188;240;land;false;forest;4
483;112;198;152;land;false;forest;2
484;221;26;157;land;false;desert;2
485;116;94;70;land;false;plains;3
486;28;39;154;land;true;forest;6
487;171;64;213;land;false;mountain;2
488;87;171;81;land;true;forest;2
489;166;255;206;land;false;forest;2
490;136;182;29;land;false;desert;3
491;167;9;19;land;false;forest;2
492;206;254;240;land;false;forest;2
493;194;190;80;land;true;forest;5
494;153;158;254;land;false;desert;3
495;120;117;64;land;false;forest;2
496;252;13;75;land;false;forest;2
497;133;234;251;land;false;forest;7
498;230;36;176;land;false;forest;2
499;218;21;213;land;false;plains;8
500;63;168;140;land;true;forest;2
501;80;113;103;land;true;forest;2
502;179;151;79;land;false;plains;8
503;144;13;22;land;false;forest;2
504;243;242;139;land;true;forest;2
505;71;239;211;land;false;plains;7
506;70;19;162;land;true;plains;6
507;20;225;16;land;true;desert;4
508;18;216;62;land;false;jungle;4
509;247;41;183;land;false;plains;7
510;214;225;212;land;false;jungle;4
511;195;121;208;land;true;plains;8
512;199;100;127;land;true;forest;5
513;6;46;31;land;true;forest;2
514;25;160;35;land;false;forest;7
515;147;154;236;land;true;forest;2
516;90;26;27;land;false;plains;7
517;230;149;214;land;true;jungle;4
518;124;188;44;land;false;forest;2
519;162;132;204;land;true;plains;7
520;103;236;164;land;false;jungle;4
521;78;50;255;land;false;forest;2
522;188;203;33;land;false;plains;7
523;144;219;33;land;false;forest;2
524;45;235;194;land;false;forest;7
525;97;253;231;land;true;plains;8
526;183;222;80;land;false;plains;8
527;141;55;51;land;false;forest;2
528;123;148;243;land;false;mountain;7
529;92;16;183;land;false;forest;2
530;47;216;89;land;false;forest;2
531;23;152;102;land;true;desert;4
532;83;250;83;land;false;desert;3
533;51;149;194;land;true;forest;2
534;40;178;63;land;false;marsh;2
535;143;46;4;land;true;forest;2
536;170;1;73;land;false;plains;8
537;100;183;215;land;false;plains;7
538;127;49;192;land;false;desert;3
539;203;218;126;land;false;forest;2
540;114;157;140;land;false;plains;7
541;172;114;65;land;true;jungle;5
542;207;227;122;land;false;desert;2
543;77;221;89;land;true;forest;2
544;110;9;177;land;true;forest;7
545;155;255;242;land;false;plains;7
546;83;168;40;land;false;forest;2
547;154;137;18;land;false;jungle;6
548;119;239;254;land;false;plains;8
549;173;69;228;land;true;forest;6
550;227;237;8;land;false;forest;2
551;7;47;105;land;true;forest;2
552;44;174;6;land;false;plains;6
553;181;23;231;land;false;desert;3
554;245;118;148;land;false;plains;3
555;88;214;1;land;false;plains;7
556;248;233;61;land;false;forest;7
557;181;205;21;land;false;forest;2
558;204;2;228;land;true;forest;7
559;111;11;43;land;false;plains;7
560;78;144;67;land;false;mountain;2
561;190;55;111;land;false;jungle;4
562;148;187;182;land;false;forest;2
563;251;80;96;land;true;desert;4
564;103;21;65;land;false;desert;3
565;5;110;10;land;true;forest;7
566;239;212;86;land;true;plains;7
567;54;202;182;land;true;jungle;6
568;22;6;118;land;false;forest;2
569;223;87;184;land;false;forest;2
570;203;36;10;land;true;plains;8
571;70;232;119;land;false;desert;3
572;76;85;223;land;false;forest;2
573;85;91;66;land;false;plains;8
574;149;100;70;land;true;forest;2
575;104;83;239;land;false;forest;2
576;129;190;7;land;true;plains;2
577;85;238;92;land;false;forest;2
578;31;13;254;land;false;desert;3
579;254;170;218;land;true;jungle;4
580;177;38;208;land;false;desert;4
581;159;98;244;land;true;plains;8
582;120;50;149;land;true;forest;2
583;218;38;31;land;false;plains;7
584;93;218;158;land;false;forest;2
585;163;197;205;land;true;plains;2
586;225;201;190;land;true;forest;2
587;8;78;125;land;false;marsh;2
588;73;61;157;land;true;forest;2
589;117;84;151;land;false;desert;3
590;227;55;195;land;false;forest;7
591;59;21;165;land;false;forest;7
592;186;127;173;land;false;forest;2
593;65;64;132;land;false;plains;7
594;89;30;106;land;false;desert;3
595;210;253;139;land;false;forest;2
596;176;51;29;land;false;forest;2
597;237;46;70;land;true;plains;3
598;236;225;207;land;true;forest;5
599;14;59;41;land;false;jungle;6
600;187;119;191;land;false;forest;2
601;62;105;240;land;true;plains;6
602;13;174;142;land;false;forest;2
603;219;193;133;land;false;forest;2
604;85;115;63;land;false;forest;2
605;198;135;12;land;false;forest;2
606;8;175;58;land;false;forest;2
607;72;102;62;land;true;plains;2
608;5;1;132;land;true;desert;3
609;64;35;63;land;false;marsh;2
610;235;24;226;land;true;plains;8
611;234;92;71;land;false;plains;6
612;227;145;173;land;false;desert;3
613;245;36;24;land;false;forest;2
614;40;224;30;land;false;forest;2
615;75;97;156;land;false;jungle;4
616;220;201;154;land;true;forest;7
617;98;195;168;land;false;forest;2
618;47;201;81;land;false;forest;7
619;111;175;184;land;false;desert;3
620;87;239;82;land;true;desert;3
621;92;226;69;land;true;plains;2
622;115;206;136;land;true;plains;2
623;169;169;100;land;false;forest;2
624;44;84;101;land;false;forest;2
625;239;27;168;land;true;desert;3
626;83;25;163;land;false;desert;3
627;32;110;252;land;false;forest;2
628;189;225;121;land;false;forest;2
629;168;15;9;land;false;desert;3
630;153;167;143;land;true;forest;2
631;142;246;143;land;true;jungle;5
632;13;224;10;land;false;forest;2
633;178;193;203;land;false;forest;2
634;72;166;232;land;false;forest;5
635;129;6;221;land;false;plains;8
636;147;253;185;land;true;desert;4
637;141;14;223;land;false;forest;2
638;173;230;113;land;true;jungle;4
639;200;128;150;land;false;forest;2
640;188;95;25;land;true;forest;2
641;220;135;40;land;true;forest;2
642;255;6;190;land;false;forest;2
643;193;212;101;land;true;jungle;4
644;115;217;117;land;true;plains;2
645;16;41;25;land;false;marsh;2
646;170;242;208;land;false;forest;2
647;83;168;173;land;true;plains;2
648;113;144;167;land;true;forest;4
649;192;57;33;land;false;desert;3
650;104;212;142;land;false;desert;3
651;39;234;148;land;false;desert;4
652;248;14;20;land;false;forest;2
653;8;147;77;land;false;jungle;4
654;104;30;182;land;true;plains;8
655;39;53;220;land;false;forest;7
656;88;69;254;land;true;jungle;4
657;255;129;49;land;true;plains;6
658;106;143;188;land;false;forest;2
659;210;11;145;land;false;plains;8
660;163;172;96;land;false;marsh;2
661;99;206;91;land;true;plains;6
662;208;80;174;land;false;forest;2
663;186;28;11;land;false;desert;4
664;49;41;4;land;false;forest;2
665;59;187;89;land;true;forest;2
666;82;151;59;land;false;forest;2
667;190;74;156;land;false;plains;7
668;188;111;168;land;false;forest;2
669;190;70;195;land;false;desert;6
670;42;93;202;land;false;plains;6
671;189;96;189;land;true;plains;2
672;31;198;142;land;false;forest;2
673;148;208;102;land;false;forest;2
674;85;163;206;land;true;mountain;2
675;91;86;236;land;false;forest;7
676;117;38;163;land;false;forest;2
677;208;186;16;land;false;plains;6
678;5;141;28;land;true;desert;3
679;10;32;66;land;true;plains;8
680;41;127;192;land;false;forest;7
681;44;38;220;land;false;desert;3
682;27;250;34;land;false;forest;2
683;105;0;195;land;true;desert;3
684;96;55;121;land;false;forest;2
685;13;199;223;land;false;forest;2
686;23;69;131;land;false;plains;7
687;128;87;167;land;false;marsh;2
688;117;137;211;land;false;jungle;4
689;132;74;128;land;false;jungle;4
690;197;68;38;land;false;forest;2
691;218;159;194;land;false;mountain;2
692;138;61;94;land;true;forest;4
693;236;251;100;land;false;jungle;4
694;184;127;140;land;true;forest;4
695;21;37;146;land;true;plains;7
696;146;247;139;land;true;forest;2
697;95;211;163;land;true;forest;2
698;178;175;123;land;false;desert;4
699;14;162;148;land;false;plains;6
700;150;19;40;land;true;forest;2
701;61;82;77;land;true;plains;3
702;118;44;208;land;true;plains;3
703;140;173;178;land;true;forest;7
704;37;246;158;land;true;forest;2
705;145;28;4;land;false;forest;2
706;183;81;3;land;false;forest;2
707;120;184;248;land;true;jungle;5
708;27;202;66;land;false;desert;3
709;73;177;230;land;false;desert;2
710;41;92;144;land;false;plains;7
711;122;11;92;land;true;forest;7
712;36;219;178;land;false;forest;2
713;143;218;194;land;false;plains;7
714;230;127;232;land;false;desert;3
715;106;252;17;land;false;desert;3
716;120;217;205;land;true;plains;8
717;68;160;78;land;false;desert;3
718;128;41;54;land;false;forest;2
719;209;7;229;land;false;forest;2
720;34;48;219;land;true;jungle;4
721;36;90;253;land;false;desert;4
722;240;7;79;land;false;marsh;2
723;11;92;216;land;true;plains;2
724;237;238;237;land;true;desert;4
725;253;90;250;land;true;forest;2
726;38;65;93;land;false;plains;7
727;28;34;78;land;false;forest;2
728;6;152;31;land;true;plains;3
729;81;202;97;land;false;forest;2
730;127;240;104;land;true;forest;7
731;86;79;83;land;false;mountain;2
732;13;246;35;land;false;forest;2
733;66;5;195;land;false;jungle;4
734;178;69;70;land;false;forest;7
735;74;206;26;land;true;plains;7
736;86;224;237;land;true;jungle;4
737;225;199;55;land;false;forest;2
738;126;83;237;land;true;jungle;5
739;52;97;125;land;false;forest;2
740;76;148;97;land;true;plains;6
741;55;88;153;land;true;forest;2
742;114;222;19;land;true;plains;6
743;194;220;169;land;true;forest;7
744;1;95;6;land;false;jungle;4
745;141;251;236;land;true;plains;2
746;42;135;41;land;false;desert;3
747;105;6;120;land;true;jungle;6
748;155;30;73;land;true;mountain;7
749;138;252;215;land;false;plains;8
750;97;23;47;land;true;plains;6
751;55;226;17;land;false;desert;4
752;201;25;214;land;false;forest;7
753;31;87;250;land;true;plains;8
754;61;2;154;land;false;forest;2
755;114;196;224;land;false;forest;2
756;229;99;90;land;true;jungle;6
757;47;199;182;land;false;plains;3
758;77;67;66;land;false;forest;2
759;176;155;165;land;true;forest;7
760;1;207;19;land;false;forest;7
761;7;38;82;land;true;forest;2
762;175;54;38;land;false;desert;3
763;52;94;220;land;false;mountain;2
764;51;129;184;land;true;desert;4
765;90;41;139;land;true;plains;7
766;161;219;39;land;true;plains;7
767;176;84;211;land;false;forest;2
768;57;123;49;land;false;plains;8
769;113;8;213;land;false;plains;8
770;155;133;55;land;false;plains;7
771;81;148;81;land;true;forest;7
772;192;62;90;land;false;forest;7
773;159;232;239;land;false;desert;4
774;92;9;52;land;true;plains;7
775;196;124;255;land;true;plains;6
776;105;144;0;land;false;forest;2
777;174;246;18;land;false;jungle;4
778;245;231;125;land;true;desert;4
779;160;88;28;land;false;forest;2
780;57;163;154;land;false;forest;2
781;112;0;236;land;false;forest;2
782;22;207;87;land;true;jungle;4
783;108;109;252;land;false;forest;2
784;7;251;113;land;false;desert;3
785;180;73;138;land;true;jungle;6
786;87;17;242;land;false;plains;2
787;130;187;246;land;false;plains;6
788;162;186;221;land;true;jungle;5
789;53;83;247;land;true;desert;4
790;30;53;144;land;true;plains;7
791;113;114;152;land;true;plains;8
792;5;155;85;land;false;desert;3
793;197;250;145;land;false;forest;2
794;86;202;1;land;true;jungle;4
795;227;250;97;land;true;plains;6
796;236;232;52;land;false;mountain;3
797;62;242;238;land;false;jungle;4
798;246;114;130;land;false;forest;2
799;121;203;126;land;false;plains;7
800;114;108;42;land;false;forest;2
801;195;246;176;land;true;jungle;4
802;93;207;154;land;false;forest;7
803;128;88;61;land;true;plains;7
804;190;239;51;land;false;plains;7
805;152;167;16;land;true;jungle;4
806;232;75;165;land;false;forest;2
807;125;183;122;land;false;plains;8
808;159;94;115;land;false;forest;2
809;188;54;229;land;false;desert;3
810;126;35;138;land;false;forest;2
811;184;182;80;land;false;plains;7
812;1;32;22;land;false;jungle;4
813;32;20;56;land;false;desert;3
814;179;25;199;land;false;forest;2
