109;1376.00;10.00;1024.00;small
110;1376.00;10.00;1024.00;small
111;1376.00;10.00;1024.00;small
112;1381.06;10.00;1037.98;small
113;1494.21;10.00;1028.50;small
114;1376.00;10.00;1024.00;small
115;636.08;10.00;1412.25;small
116;576.37;10.00;1300.40;small
117;1376.00;10.00;1024.00;small
118;653.53;10.00;1363.50;small
119;649.62;10.00;1353.19;small
120;1376.00;10.00;1024.00;small
121;1376.00;10.00;1024.00;small
122;1376.00;10.00;1024.00;small
123;901.38;10.00;1203.81;small
124;620.04;10.00;1080.00;small
125;734.59;10.00;1158.95;small
126;1376.00;10.00;1024.00;small
127;1376.00;10.00;1024.00;small
128;710.56;10.00;1148.28;small
129;718.00;10.00;1147.80;small
130;470.43;10.00;1068.31;small
131;477.61;10.00;1053.61;small
132;633.93;10.00;1411.00;small
133;640.80;10.00;1392.92;small
134;631.69;10.00;1349.61;small
135;1376.00;10.00;1024.00;small
136;562.19;10.00;1183.79;small
137;619.07;10.00;1290.14;small
138;619.50;10.00;1282.50;small
139;700.43;10.00;1225.00;small
140;611.65;10.00;1111.56;small
141;2231.36;10.00;1527.15;small
142;2165.50;10.00;1303.90;small
143;1376.00;10.00;1024.00;small
144;1376.00;10.00;1024.00;small
145;1376.00;10.00;1024.00;small
146;1376.00;10.00;1024.00;small
147;1376.00;10.00;1024.00;small
148;2278.03;10.00;1241.93;small
149;2197.55;10.00;1175.82;small
150;1376.00;10.00;1024.00;small
151;1376.00;10.00;1024.00;small
152;2221.22;10.00;1490.99;small
153;2222.85;10.00;1526.85;small
154;1376.00;10.00;1024.00;small
155;2195.08;10.00;1515.31;small
156;2182.12;10.00;1475.67;small
157;2180.41;10.00;1462.12;small
158;2030.44;10.00;1406.93;small
159;2115.63;10.00;1442.38;small
160;2131.65;10.00;1435.54;small
161;2183.67;10.00;1428.20;small
162;2182.00;10.00;1420.50;small
163;2082.08;10.00;1413.08;small
164;2201.89;10.00;1400.62;small
165;2116.08;10.00;1398.04;small
166;2081.30;10.00;1403.04;small
167;2122.63;10.00;1406.05;small
168;2198.67;10.00;1270.90;small
169;2167.27;10.00;1397.67;small
170;2106.03;10.00;1388.03;small
171;2050.60;10.00;1384.69;small
172;2117.56;10.00;1381.36;small
173;2080.72;10.00;1366.90;small
174;2016.07;10.00;1364.73;small
175;1997.00;10.00;1349.40;small
176;2175.95;10.00;1198.75;small
177;2172.72;10.00;1192.36;small
178;2180.85;10.00;1186.87;small
179;2186.50;10.00;1179.81;small
180;2187.69;10.00;1168.13;small
181;2290.50;10.00;1159.29;small
182;2283.58;10.00;1150.28;small
183;2254.39;10.00;1141.38;small
184;2270.00;10.00;1149.00;small
185;2274.66;10.00;1142.31;small
186;2250.61;10.00;1117.52;small
187;1668.55;10.00;1891.34;small
188;1788.25;10.00;1774.29;small
189;1706.00;10.00;1873.00;small
190;1754.56;10.00;1870.06;small
191;1754.90;10.00;1862.20;small
192;1376.00;10.00;1024.00;small
193;1376.00;10.00;1024.00;small
194;1376.00;10.00;1024.00;small
195;1376.00;10.00;1024.00;small
196;1376.00;10.00;1024.00;small
197;1701.00;10.00;1821.18;small
198;1376.00;10.00;1024.00;small
199;1376.00;10.00;1024.00;small
200;1690.05;10.00;1773.34;small
201;1376.00;10.00;1024.00;small
202;1376.00;10.00;1024.00;small
203;1376.00;10.00;1024.00;small
204;1657.64;10.00;1751.18;small
205;1376.00;10.00;1024.00;small
206;1376.00;10.00;1024.00;small
207;1545.77;10.00;1552.42;small
208;1733.96;10.00;1845.96;small
209;1700.08;10.00;1936.56;small
210;1689.30;10.00;1929.95;small
211;1663.13;10.00;1913.53;small
212;1684.10;10.00;1900.05;small
213;1376.00;10.00;1024.00;small
214;1774.50;10.00;1782.81;small
215;1765.27;10.00;1772.58;small
216;1747.79;10.00;1764.00;small
217;1670.00;10.00;1753.75;small
218;1732.00;10.00;1754.00;small
219;1738.54;10.00;1745.07;small
220;1752.14;10.00;1737.02;small
221;1736.52;10.00;1734.68;small
222;1730.96;10.00;1736.29;small
223;1727.45;10.00;1731.36;small
224;1376.00;10.00;1024.00;small
225;1742.50;10.00;1720.50;small
226;1760.61;10.00;1718.65;small
227;1752.27;10.00;1710.22;small
228;1765.59;10.00;1705.10;small
229;1740.50;10.00;1702.78;small
230;2311.19;10.00;1526.59;small
231;1376.00;10.00;1024.00;small
232;2309.46;10.00;1490.88;small
233;2355.88;10.00;1391.90;small
234;1376.00;10.00;1024.00;small
235;2437.16;10.00;1261.03;small
236;1376.00;10.00;1024.00;small
237;2361.93;10.00;1274.74;small
238;1376.00;10.00;1024.00;small
239;2325.03;10.00;1128.69;small
240;2362.13;10.00;1234.11;small
241;2455.79;10.00;1217.16;small
242;2440.00;10.00;1202.54;small
243;1376.00;10.00;1024.00;small
244;2293.78;10.00;1169.12;small
245;1376.00;10.00;1024.00;small
246;2431.88;10.00;709.78;small
247;1376.00;10.00;1024.00;small
248;1376.00;10.00;1024.00;small
249;2384.55;10.00;593.87;small
250;1376.00;10.00;1024.00;small
251;2387.18;10.00;653.44;small
252;2596.40;10.00;603.53;small
253;1376.00;10.00;1024.00;small
254;1376.00;10.00;1024.00;small
255;1376.00;10.00;1024.00;small
256;2604.92;10.00;582.65;small
257;1376.00;10.00;1024.00;small
258;1376.00;10.00;1024.00;small
259;2309.65;10.00;767.16;small
260;2431.32;10.00;636.50;small
261;2365.70;10.00;674.32;small
262;2388.66;10.00;603.26;small
263;2534.27;10.00;630.37;small
264;2573.68;10.00;594.95;small
265;2387.93;10.00;573.91;small
266;2379.13;10.00;573.69;small
267;2400.00;10.00;570.50;small
268;2563.00;10.00;570.00;small
269;2389.00;10.00;565.20;small
270;2591.95;10.00;547.79;small
271;2561.38;10.00;545.62;small
272;2569.03;10.00;542.42;small
273;2523.59;10.00;540.48;small
274;2515.53;10.00;528.69;small
275;2498.32;10.00;533.50;small
276;2465.57;10.00;519.80;small
277;2544.18;10.00;518.98;small
278;2556.26;10.00;516.63;small
279;2570.24;10.00;513.45;small
280;164.82;10.00;500.83;small
281;332.89;10.00;435.36;small
282;1376.00;10.00;1024.00;small
283;1376.00;10.00;1024.00;small
284;202.12;10.00;498.46;small
285;406.20;10.00;471.61;small
286;337.76;10.00;506.35;small
287;372.63;10.00;497.59;small
288;307.74;10.00;505.00;small
289;155.97;10.00;503.74;small
290;284.48;10.00;499.68;small
291;148.60;10.00;498.68;small
292;316.05;10.00;493.75;small
293;322.64;10.00;492.91;small
294;225.81;10.00;487.44;small
295;344.07;10.00;490.40;small
296;223.28;10.00;467.80;small
297;238.16;10.00;458.33;small
298;1376.00;10.00;1024.00;small
299;240.28;10.00;441.72;small
300;266.16;10.00;431.81;small
301;289.67;10.00;418.99;small
302;341.48;10.00;417.49;small
303;299.89;10.00;416.21;small
304;1602.55;10.00;320.23;small
305;1376.00;10.00;1024.00;small
306;1376.00;10.00;1024.00;small
307;1379.02;10.00;165.85;small
308;1376.00;10.00;1024.00;small
309;1376.00;10.00;1024.00;small
310;1376.00;10.00;1024.00;small
311;1376.00;10.00;1024.00;small
312;1655.39;10.00;505.88;small
313;1672.18;10.00;457.27;small
314;1630.98;10.00;493.58;small
315;1640.26;10.00;498.35;small
316;1424.44;10.00;491.14;small
317;1638.66;10.00;487.06;small
318;1415.22;10.00;477.08;small
319;1647.32;10.00;472.71;small
320;1399.17;10.00;461.51;small
321;1406.85;10.00;462.40;small
322;1415.03;10.00;461.84;small
323;1379.39;10.00;459.61;small
324;1380.09;10.00;436.43;small
325;1615.81;10.00;435.17;small
326;1598.74;10.00;409.51;small
327;1585.04;10.00;397.11;small
328;1688.04;10.00;396.69;small
329;1601.81;10.00;398.47;small
330;1568.49;10.00;387.44;small
331;1674.26;10.00;387.60;small
332;1547.38;10.00;369.04;small
333;1537.82;10.00;364.21;small
334;1521.19;10.00;364.50;small
335;1389.75;10.00;272.42;small
336;1622.09;10.00;212.09;small
337;1640.11;10.00;208.46;small
338;1607.04;10.00;206.24;small
339;1652.35;10.00;201.65;small
340;1658.18;10.00;195.82;small
341;1667.76;10.00;171.18;small
342;1664.91;10.00;154.98;small
343;1655.39;10.00;157.91;small
344;1648.47;10.00;146.93;small
345;1631.23;10.00;111.53;small
346;448.67;10.00;1332.33;small
347;412.74;10.00;1214.68;small
348;1376.00;10.00;1024.00;small
349;443.81;10.00;1118.04;small
350;1376.00;10.00;1024.00;small
351;353.62;10.00;1106.69;small
352;428.19;10.00;1070.30;small
353;368.78;10.00;1087.44;small
354;451.75;10.00;1323.89;small
355;431.66;10.00;1311.73;small
356;1376.00;10.00;1024.00;small
357;427.61;10.00;1297.09;small
358;419.93;10.00;1213.11;small
359;419.20;10.00;1122.68;small
360;352.37;10.00;1128.70;small
361;456.31;10.00;1088.23;small
362;1836.71;10.00;1835.12;small
363;1376.00;10.00;1024.00;small
364;2267.53;10.00;1560.30;small
365;1376.00;10.00;1024.00;small
366;2236.36;10.00;1578.76;small
367;2241.22;10.00;1574.78;small
368;1376.00;10.00;1024.00;small
369;2269.50;10.00;1608.43;small
370;2256.04;10.00;1582.45;small
371;2248.91;10.00;1542.99;small
372;1287.56;10.00;334.40;small
373;1376.00;10.00;1024.00;small
374;1376.00;10.00;1024.00;small
375;1376.00;10.00;1024.00;small
376;1376.00;10.00;1024.00;small
377;1376.00;10.00;1024.00;small
378;1376.00;10.00;1024.00;small
379;1376.00;10.00;1024.00;small
380;1376.00;10.00;1024.00;small
381;1193.21;10.00;511.97;small
382;1369.45;10.00;431.33;small
383;1335.46;10.00;267.64;small
384;1369.33;10.00;267.75;small
385;1312.24;10.00;254.48;small
386;1350.22;10.00;263.47;small
387;1273.61;10.00;238.88;small
388;1255.45;10.00;239.39;small
389;1241.59;10.00;238.48;small
390;1313.95;10.00;236.90;small
391;1294.92;10.00;237.16;small
392;1223.12;10.00;233.31;small
393;1248.25;10.00;202.70;small
394;1243.80;10.00;218.00;small
395;1276.09;10.00;215.52;small
396;1283.39;10.00;194.39;small
397;1269.73;10.00;190.10;small
398;1376.00;10.00;1024.00;small
399;1219.21;10.00;184.43;small
400;1240.13;10.00;180.84;small
401;1376.00;10.00;1024.00;small
402;1257.49;10.00;169.28;small
403;1267.92;10.00;164.82;small
404;1252.90;10.00;151.58;small
405;1244.45;10.00;135.69;small
406;1228.97;10.00;142.10;small
407;1205.75;10.00;953.86;small
408;1376.00;10.00;1024.00;small
409;1237.77;10.00;551.24;small
410;1311.53;10.00;1023.25;small
411;1124.45;10.00;1023.40;small
412;1350.22;10.00;1018.24;small
413;1053.10;10.00;1018.40;small
414;1363.20;10.00;1016.49;small
415;1131.80;10.00;604.80;small
416;1142.68;10.00;597.43;small
417;1143.08;10.00;583.00;small
418;1115.50;10.00;577.00;small
419;1163.09;10.00;573.31;small
420;1147.37;10.00;569.39;small
421;1122.68;10.00;560.26;small
422;1127.66;10.00;552.94;small
423;1376.00;10.00;1024.00;small
424;1175.33;10.00;550.69;small
425;1376.00;10.00;1024.00;small
426;1115.87;10.00;544.37;small
427;1184.80;10.00;543.00;small
428;1102.38;10.00;541.62;small
429;1177.95;10.00;539.84;small
430;1376.00;10.00;1024.00;small
431;1138.39;10.00;536.74;small
432;1102.08;10.00;526.46;small
433;1701.21;10.00;1020.36;small
434;1428.43;10.00;987.78;small
435;1613.99;10.00;1022.28;small
436;1550.64;10.00;1015.18;small
437;1376.00;10.00;1024.00;small
438;1376.00;10.00;1024.00;small
439;1376.00;10.00;1024.00;small
440;1588.66;10.00;559.96;small
441;1508.81;10.00;597.38;small
442;1376.00;10.00;1024.00;small
443;1376.00;10.00;1024.00;small
444;1503.64;10.00;1018.16;small
445;1435.05;10.00;1019.90;small
446;1456.41;10.00;1012.44;small
447;1494.95;10.00;1013.26;small
448;1471.09;10.00;1011.22;small
449;1496.17;10.00;999.44;small
450;1674.38;10.00;543.80;small
451;1660.61;10.00;532.09;small
452;2489.77;10.00;492.24;small
453;2580.85;10.00;502.42;small
454;1376.00;10.00;1024.00;small
455;1376.00;10.00;1024.00;small
456;2541.60;10.00;506.08;small
457;1376.00;10.00;1024.00;small
458;2582.67;10.00;508.88;small
459;2560.79;10.00;503.89;small
460;2570.19;10.00;495.05;small
461;2591.29;10.00;491.36;small
462;487.03;10.00;455.98;small
463;498.14;10.00;677.15;small
464;483.62;10.00;522.92;small
465;1849.88;10.00;344.72;small
466;2302.50;10.00;1557.26;small
